split_id,seed,eps,model,val_mae,test_mae
1,1,0.3,LightGBM_BAG_L1,0.47096163381247574,1.4556784751519347
1,1,0.3,RandomForestMSE_BAG_L2,0.5277081291224255,1.680589275675242
2,1,0.02,LightGBM_BAG_L1,0.362813056015619,1.8175548129298826
2,1,0.05,LightGBM_BAG_L1,0.362813056015619,1.8175548129298826
2,1,0.1,LightGBM_BAG_L1,0.362813056015619,1.8175548129298826
2,1,0.1,RandomForestMSE_BAG_L1,0.38346053247442513,1.590789874443073
2,1,0.2,LightGBM_BAG_L1,0.362813056015619,1.8175548129298826
2,1,0.2,RandomForestMSE_BAG_L1,0.38346053247442513,1.590789874443073
2,1,0.2,ExtraTreesMSE_BAG_L1,0.4169350433542558,1.500759675943618
2,1,0.3,LightGBM_BAG_L1,0.362813056015619,1.8175548129298826
2,1,0.3,RandomForestMSE_BAG_L1,0.38346053247442513,1.590789874443073
2,1,0.3,ExtraTreesMSE_BAG_L1,0.4169350433542558,1.500759675943618
0,2,0.02,LightGBM_BAG_L1,0.3778861327008589,1.4397984132126116
0,2,0.05,LightGBM_BAG_L1,0.3778861327008589,1.4397984132126116
0,2,0.1,LightGBM_BAG_L1,0.3778861327008589,1.4397984132126116
0,2,0.2,LightGBM_BAG_L1,0.3778861327008589,1.4397984132126116
0,2,0.2,RandomForestMSE_BAG_L1,0.4329212835517324,1.2963633074879013
0,2,0.2,ExtraTreesMSE_BAG_L1,0.4332404742171458,1.259844722301414
0,2,0.3,LightGBM_BAG_L1,0.3778861327008589,1.4397984132126116
0,2,0.3,RandomForestMSE_BAG_L1,0.4329212835517324,1.2963633074879013
0,2,0.3,ExtraTreesMSE_BAG_L1,0.4332404742171458,1.259844722301414
0,2,0.3,XGBoost_BAG_L1,0.4557550110134996,1.4532307241710891
1,2,0.02,RandomForestMSE_BAG_L1,0.40884554513864346,1.337979106316744
1,2,0.05,RandomForestMSE_BAG_L1,0.40884554513864346,1.337979106316744
1,2,0.05,ExtraTreesMSE_BAG_L1,0.4205082581806304,1.2634884321235085
1,2,0.1,RandomForestMSE_BAG_L1,0.40884554513864346,1.337979106316744
1,2,0.1,ExtraTreesMSE_BAG_L1,0.4205082581806304,1.2634884321235085
1,2,0.2,RandomForestMSE_BAG_L1,0.40884554513864346,1.337979106316744
1,2,0.2,ExtraTreesMSE_BAG_L1,0.4205082581806304,1.2634884321235085
1,2,0.2,LightGBMLarge_BAG_L1,0.4630430125023136,1.4427938933663391
1,2,0.2,LightGBM_BAG_L1,0.47096163381247574,1.4556784751519347
1,2,0.3,RandomForestMSE_BAG_L1,0.40884554513864346,1.337979106316744
