split_id,seed,eps,model,val_mae,test_mae
0,0,0.2,XGBoost_grid_1_AutoML_1_20260420_22714_model_5,3.0324550318945613,3.713393266343822
0,0,0.2,XGBoost_grid_1_AutoML_1_20260420_22714_model_1,3.0406316666036015,3.624988407887415
0,0,0.2,GBM_4_AutoML_1_20260420_22714,3.047054172358122,3.713568519830244
0,0,0.2,XGBoost_grid_1_AutoML_1_20260420_22714_model_4,3.0496300672724224,3.6265953471458086
0,0,0.2,GBM_3_AutoML_1_20260420_22714,3.0936522493411416,3.7310846064400534
0,0,0.2,GBM_5_AutoML_1_20260420_22714,3.0937710472177433,3.724376381732505
0,0,0.2,XGBoost_grid_1_AutoML_1_20260420_22714_model_6,3.09522731995417,3.710585129097389
0,0,0.2,XGBoost_3_AutoML_1_20260420_22714,3.1131269058067117,3.8575027086726754
0,0,0.2,XGBoost_1_AutoML_1_20260420_22714,3.1450223238142723,3.7110932850848055
0,0,0.2,XGBoost_2_AutoML_1_20260420_22714,3.188147688473368,3.927842604464644
0,0,0.2,GBM_2_AutoML_1_20260420_22714,3.200741859878283,3.865467564797734
0,0,0.2,DRF_1_AutoML_1_20260420_22714,3.2125419193504463,3.983947839026603
0,0,0.2,XGBoost_grid_1_AutoML_1_20260420_22714_model_3,3.2270228236913683,3.9566101535740827
0,0,0.2,GBM_grid_1_AutoML_1_20260420_22714_model_3,3.2348763726403797,3.938953164796251
0,0,0.2,XRT_1_AutoML_1_20260420_22714,3.24668885062245,3.896668604360787
0,0,0.2,GBM_grid_1_AutoML_1_20260420_22714_model_2,3.258015452582423,4.019410149061814
0,0,0.2,GBM_1_AutoML_1_20260420_22714,3.2704029492065434,4.037902673679427
0,0,0.2,GBM_grid_1_AutoML_1_20260420_22714_model_1,3.317152315168754,4.10041900062802
0,0,0.3,GLM_1_AutoML_1_20260420_22714,2.9024799966552735,3.318088323485275
0,0,0.3,XGBoost_grid_1_AutoML_1_20260420_22714_model_2,2.951518832772369,3.609856109336478
0,0,0.3,XGBoost_grid_1_AutoML_1_20260420_22714_model_5,3.0324550318945613,3.713393266343822
0,0,0.3,XGBoost_grid_1_AutoML_1_20260420_22714_model_1,3.0406316666036015,3.624988407887415
0,0,0.3,GBM_4_AutoML_1_20260420_22714,3.047054172358122,3.713568519830244
0,0,0.3,XGBoost_grid_1_AutoML_1_20260420_22714_model_4,3.0496300672724224,3.6265953471458086
0,0,0.3,GBM_3_AutoML_1_20260420_22714,3.0936522493411416,3.7310846064400534
0,0,0.3,GBM_5_AutoML_1_20260420_22714,3.0937710472177433,3.724376381732505
0,0,0.3,XGBoost_grid_1_AutoML_1_20260420_22714_model_6,3.09522731995417,3.710585129097389
0,0,0.3,XGBoost_3_AutoML_1_20260420_22714,3.1131269058067117,3.8575027086726754
